Date,ID,Impressions,Clicks,Video_Starts,Video_Completions,Operating_System,Day_of_Week,Site,Site_Category
14/02/2021,7651385,1,0,0,0,Other,1,Site AB,Sport
15/02/2021,7651385,1,0,0,0,Android,2,Site G,Sport
15/02/2021,7651385,1,0,0,0,iOS,2,Site G,Sport
15/02/2021,7651385,1,0,0,0,Other,2,Site H,Tech
15/02/2021,7651385,1,0,0,0,Other,2,Site Q,Sport
15/02/2021,7651385,1,0,0,0,Other,2,Site R,News
15/02/2021,7651385,1,0,0,0,iOS,2,Site Y,Sport
15/02/2021,7651385,1,0,0,0,Other,2,Site AB,Sport
15/02/2021,7651385,1,0,0,0,Android,2,Site AE,Lifestyle
15/02/2021,7651385,1,0,0,0,iOS,2,Site AE,Lifestyle
15/02/2021,7651385,1,0,0,0,iOS,2,Site AE,Lifestyle
15/02/2021,7651385,1,0,0,0,Other,2,Site Q,Sport
16/02/2021,7651385,1,0,0,0,Other,3,Site G,Sport
16/02/2021,7651385,1,0,0,0,iOS,3,Site Y,Sport
16/02/2021,7651385,1,0,0,0,Android,3,Site AE,Lifestyle
16/02/2021,7651385,1,0,0,0,Android,3,Site AE,Lifestyle
17/02/2021,7651385,1,0,0,0,iOS,4,Site G,Sport
17/02/2021,7651385,1,0,0,0,Other,4,Site Q,Sport
17/02/2021,7651385,1,0,0,0,iOS,4,Site Y,Sport
17/02/2021,7651385,1,0,0,0,iOS,4,Site Y,Sport
18/02/2021,7651385,1,0,0,0,Other,5,Site R,News
18/02/2021,7651385,1,0,0,0,Other,5,Site AB,Sport
19/02/2021,7651385,1,0,0,0,Other,6,Site R,News
19/02/2021,7651385,1,0,0,0,Android,6,Site Y,Sport
19/02/2021,7651385,1,0,0,0,iOS,6,Site Y,Sport
19/02/2021,7651385,1,0,0,0,Other,6,Site AB,Sport
20/02/2021,7651385,1,0,0,0,Android,7,Site Y,Sport
20/02/2021,7651385,1,0,0,0,Android,7,Site Y,Sport
20/02/2021,7651385,1,2,0,0,Android,7,Site Y,Sport
20/02/2021,7651385,1,0,0,0,Other,7,Site Y,Sport
20/02/2021,7651385,1,0,0,0,iOS,7,Site Y,Sport
20/02/2021,7651385,1,0,0,0,iOS,7,Site Y,Sport
21/02/2021,7651385,1,0,0,0,Android,1,Site Y,Sport
21/02/2021,7651385,1,0,0,0,iOS,1,Site Y,Sport
21/02/2021,7651385,1,0,0,0,iOS,1,Site Y,Sport
21/02/2021,7651385,1,0,0,0,Android,4,Site H,Tech
21/02/2021,7651385,1,0,0,0,iOS,4,Site Y,Sport
21/02/2021,7651385,1,0,0,0,iOS,4,Site Y,Sport
21/02/2021,7651385,1,0,0,0,Other,4,Site AE,Lifestyle
22/02/2021,7651385,1,0,0,0,iOS,2,Site Y,Sport
24/02/2021,7651385,1,0,0,0,Other,4,Site R,News
24/02/2021,7651385,1,0,0,0,iOS,4,Site Y,Sport
26/02/2021,7651385,1,0,0,0,iOS,6,Site Y,Sport
26/02/2021,7651385,1,0,0,0,iOS,6,Site AE,Lifestyle
27/02/2021,7651385,1,0,0,0,iOS,7,Site Y,Sport
27/02/2021,7651385,1,0,0,0,iOS,7,Site Y,Sport
28/02/2021,7651385,1,0,0,0,Other,1,Site R,News
28/02/2021,7651385,1,0,0,0,Other,1,Site V,News
28/02/2021,7651385,1,0,0,0,iOS,1,Site Y,Sport
28/02/2021,7651385,1,0,0,0,iOS,1,Site Y,Sport
28/02/2021,7651385,1,2,0,0,iOS,1,Site Y,Sport
01/03/2021,7651385,1,0,0,0,iOS,5,Site H,Tech
01/03/2021,7651385,1,0,0,0,iOS,5,Site Y,Sport
01/03/2021,7651385,1,0,0,0,Other,5,Site AB,Sport
01/03/2021,7651385,1,0,0,0,iOS,5,Site AE,Lifestyle
01/03/2021,7651385,1,0,0,0,iOS,5,Site AE,Lifestyle
03/03/2021,7651385,1,0,0,0,Other,7,Site H,Tech
03/03/2021,7651385,1,0,0,0,iOS,7,Site H,Tech
04/03/2021,7651385,1,0,0,0,Android,1,Site H,Tech
04/03/2021,7651385,1,0,0,0,Other,1,Site H,Tech
05/03/2021,7651385,1,0,0,0,Other,2,Site Y,Sport
18/03/2021,7651385,1,0,0,0,Android,3,Site H,Tech
15/02/2021,234146,1,0,0,0,Other,2,Site Q,Sport
15/02/2021,234146,1,0,0,0,iOS,2,Site Y,Sport
15/02/2021,234146,1,0,0,0,iOS,2,Site Y,Sport
21/02/2021,234146,1,0,0,0,Other,4,Site Q,Sport
21/02/2021,234146,1,0,0,0,iOS,4,Site Y,Sport
25/02/2021,234146,1,0,0,0,Other,5,Site Q,Sport
25/02/2021,234146,1,0,0,0,Other,5,Site R,News
25/02/2021,234146,1,0,0,0,iOS,5,Site V,News
26/02/2021,234146,1,0,0,0,iOS,6,Site Y,Sport
26/02/2021,234146,1,0,0,0,iOS,6,Site Y,Sport
26/02/2021,234146,1,0,0,0,Other,6,Site AB,Sport
27/02/2021,234146,1,0,0,0,iOS,7,Site Y,Sport
27/02/2021,234146,1,0,0,0,iOS,7,Site Y,Sport
28/02/2021,234146,1,0,0,0,Other,1,Site AB,Sport
02/03/2021,234146,1,0,0,0,Other,6,Site B,News
02/03/2021,234146,1,0,0,0,iOS,6,Site Y,Sport
03/03/2021,234146,1,0,0,0,iOS,7,Site Y,Sport
04/03/2021,234146,1,0,0,0,Other,1,Site AA,News
05/03/2021,234146,1,0,0,0,iOS,2,Site Y,Sport
05/03/2021,234146,1,0,0,0,iOS,2,Site Y,Sport
05/03/2021,234146,1,0,0,0,Other,2,Site AA,News
05/03/2021,234146,1,0,0,0,Other,2,Site AA,News
06/03/2021,234146,1,0,0,0,Other,3,Site AA,News
18/03/2021,234146,1,0,0,0,Other,3,Site Q,Sport
18/03/2021,234146,1,0,0,0,iOS,3,Site Y,Sport
18/03/2021,234146,1,0,0,0,Other,3,Site AA,News
18/03/2021,234146,1,2,0,0,Other,3,Site AA,News
30/01/2021,464314,1,0,0,0,Other,1,Site R,News
30/01/2021,464314,1,0,0,0,Other,1,Site V,News
04/02/2021,464314,1,0,0,0,Android,5,Site AE,Lifestyle
04/02/2021,464314,1,0,0,0,Other,5,Site AE,Lifestyle
05/02/2021,464314,1,0,0,0,Other,6,Site G,Sport
05/02/2021,464314,1,0,0,0,Android,6,Site AE,Lifestyle
05/02/2021,464314,1,0,0,0,Other,6,Site AE,Lifestyle
06/02/2021,464314,1,0,0,0,Other,7,Site H,Tech
06/02/2021,464314,1,0,0,0,Other,7,Site V,News
06/02/2021,464314,1,0,0,0,Other,7,Site AE,Lifestyle
07/02/2021,464314,1,0,0,0,Android,1,Site AE,Lifestyle
08/02/2021,464314,1,0,0,0,iOS,2,Site H,Tech
08/02/2021,464314,1,0,0,0,Other,2,Site AE,Lifestyle
09/02/2021,464314,1,0,0,0,Other,3,Site G,Sport
09/02/2021,464314,1,0,0,0,iOS,3,Site G,Sport
09/02/2021,464314,1,0,0,0,Android,3,Site AE,Lifestyle
09/02/2021,464314,1,0,0,0,Other,3,Site AE,Lifestyle
10/02/2021,464314,1,0,0,0,Other,4,Site H,Tech
10/02/2021,464314,1,0,0,0,Other,4,Site AE,Lifestyle
11/02/2021,464314,1,0,0,0,iOS,5,Site H,Tech
12/02/2021,464314,1,0,0,0,iOS,6,Site G,Sport
13/02/2021,464314,1,0,0,0,iOS,7,Site G,Sport
13/02/2021,464314,1,0,0,0,Android,7,Site AE,Lifestyle
13/02/2021,464314,1,0,0,0,iOS,7,Site AE,Lifestyle
14/02/2021,464314,1,0,0,0,iOS,1,Site G,Sport
14/02/2021,464314,1,0,0,0,iOS,1,Site AE,Lifestyle
15/02/2021,464314,1,0,0,0,Android,2,Site G,Sport
15/02/2021,464314,1,0,0,0,iOS,2,Site G,Sport
15/02/2021,464314,1,0,0,0,Android,2,Site H,Tech
